Bandit,Reward,Algorithm
1,1.9810094154963453,EpsilonGreedyBandit
3,4.489188591074316,EpsilonGreedyBandit
2,3.547786645084326,EpsilonGreedyBandit
2,2.9195868670357665,EpsilonGreedyBandit
3,3.536656982677486,EpsilonGreedyBandit
0,1.8909137968828356,EpsilonGreedyBandit
0,1.7662977817020116,EpsilonGreedyBandit
3,5.384732425737355,EpsilonGreedyBandit
1,2.7033232930949103,EpsilonGreedyBandit
0,2.7356420316356664,EpsilonGreedyBandit
1,2.0826523045548258,EpsilonGreedyBandit
2,2.1497190577679497,EpsilonGreedyBandit
3,4.166509438185938,EpsilonGreedyBandit
0,0.05974553552522366,EpsilonGreedyBandit
3,1.840678439338058,EpsilonGreedyBandit
0,1.9962215083759838,EpsilonGreedyBandit
2,3.227745977661537,EpsilonGreedyBandit
0,0.5674735411834368,EpsilonGreedyBandit
1,1.1102650774999052,EpsilonGreedyBandit
0,0.050882146971525044,EpsilonGreedyBandit
3,4.330744559417936,EpsilonGreedyBandit
0,-0.07765141046348445,EpsilonGreedyBandit
1,1.5718898707467006,EpsilonGreedyBandit
2,2.3258667468241025,EpsilonGreedyBandit
1,2.3321800300028244,EpsilonGreedyBandit
1,3.0331191370735198,EpsilonGreedyBandit
2,2.741020173626592,EpsilonGreedyBandit
2,2.3040908841664938,EpsilonGreedyBandit
2,3.4173292158855766,EpsilonGreedyBandit
2,3.9567415177010505,EpsilonGreedyBandit
3,3.8366216791561123,EpsilonGreedyBandit
3,2.628168610551424,EpsilonGreedyBandit
0,2.493505502473769,EpsilonGreedyBandit
0,2.3569398967514537,EpsilonGreedyBandit
2,5.199275781263669,EpsilonGreedyBandit
3,4.884564051016248,EpsilonGreedyBandit
0,0.25012665025397596,EpsilonGreedyBandit
1,0.9458670722078484,EpsilonGreedyBandit
2,2.1118877651806414,EpsilonGreedyBandit
1,1.113193094482315,EpsilonGreedyBandit
2,1.7467871243995594,EpsilonGreedyBandit
1,1.0198723037246527,EpsilonGreedyBandit
0,-0.49490160621139156,EpsilonGreedyBandit
3,4.146402101109929,EpsilonGreedyBandit
1,1.6491185409903206,EpsilonGreedyBandit
0,1.186308896814058,EpsilonGreedyBandit
0,2.4176102488096447,EpsilonGreedyBandit
1,-0.3093509044360254,EpsilonGreedyBandit
0,0.30364266554589414,EpsilonGreedyBandit
0,0.9396861530332917,EpsilonGreedyBandit
0,1.46708679014182,EpsilonGreedyBandit
0,1.2016084288850999,EpsilonGreedyBandit
3,4.8419568765117065,EpsilonGreedyBandit
0,2.725636674540218,EpsilonGreedyBandit
0,1.4193577156766355,EpsilonGreedyBandit
0,-0.5318787298002488,EpsilonGreedyBandit
0,-0.27582005607867477,EpsilonGreedyBandit
2,5.715545114298777,EpsilonGreedyBandit
3,3.559404157135373,EpsilonGreedyBandit
0,1.580658959639233,EpsilonGreedyBandit
2,4.549687578922457,EpsilonGreedyBandit
1,1.5874948661376318,EpsilonGreedyBandit
2,2.2453248742929164,EpsilonGreedyBandit
3,6.216441376107348,EpsilonGreedyBandit
2,4.051728385093142,EpsilonGreedyBandit
2,3.2121085243933822,EpsilonGreedyBandit
2,6.667763188785591,EpsilonGreedyBandit
0,1.5406512389059297,EpsilonGreedyBandit
1,3.1009362638024456,EpsilonGreedyBandit
3,5.08690947810708,EpsilonGreedyBandit
2,1.721286574965821,EpsilonGreedyBandit
3,4.085608364246094,EpsilonGreedyBandit
1,3.864182950737331,EpsilonGreedyBandit
3,3.80171277856862,EpsilonGreedyBandit
3,3.647917127467796,EpsilonGreedyBandit
0,0.708402552875388,EpsilonGreedyBandit
3,3.0704517065823587,EpsilonGreedyBandit
3,4.164806244662852,EpsilonGreedyBandit
0,1.5376747341583137,EpsilonGreedyBandit
3,4.9958270119118255,EpsilonGreedyBandit
1,2.0704594184413616,EpsilonGreedyBandit
3,3.9299671018889386,EpsilonGreedyBandit
1,2.7139838676942607,EpsilonGreedyBandit
1,3.3528248218949575,EpsilonGreedyBandit
3,4.558990157233864,EpsilonGreedyBandit
2,2.345836393822812,EpsilonGreedyBandit
1,1.966906005969609,EpsilonGreedyBandit
2,3.579896431964883,EpsilonGreedyBandit
3,3.961544002962221,EpsilonGreedyBandit
0,0.8229708809405005,EpsilonGreedyBandit
0,0.2043015613842486,EpsilonGreedyBandit
1,0.39993486713668336,EpsilonGreedyBandit
3,3.1894836194564626,EpsilonGreedyBandit
1,1.0363558456181972,EpsilonGreedyBandit
0,1.9955618393519186,EpsilonGreedyBandit
0,1.6083170311237596,EpsilonGreedyBandit
0,1.0637203202465493,EpsilonGreedyBandit
3,3.55186763161151,EpsilonGreedyBandit
2,3.82163892670959,EpsilonGreedyBandit
1,2.2470880269792914,EpsilonGreedyBandit
2,3.871875169918072,EpsilonGreedyBandit
1,3.3363589431782374,EpsilonGreedyBandit
0,1.5273707520000506,EpsilonGreedyBandit
3,2.9322947440425073,EpsilonGreedyBandit
3,1.770914627227973,EpsilonGreedyBandit
2,0.9811654493696116,EpsilonGreedyBandit
2,2.0140898967776426,EpsilonGreedyBandit
3,3.874211911201546,EpsilonGreedyBandit
1,2.094831732792421,EpsilonGreedyBandit
1,0.23860643266280812,EpsilonGreedyBandit
1,1.850434523079468,EpsilonGreedyBandit
0,-0.7598229619847885,EpsilonGreedyBandit
0,1.0316033260930242,EpsilonGreedyBandit
3,5.590704532838704,EpsilonGreedyBandit
2,1.4501105858710437,EpsilonGreedyBandit
1,3.2767449912413986,EpsilonGreedyBandit
0,1.396228026430749,EpsilonGreedyBandit
0,0.29393031441147077,EpsilonGreedyBandit
1,0.5993131986793818,EpsilonGreedyBandit
1,1.6212577898533602,EpsilonGreedyBandit
2,3.8116609793261156,EpsilonGreedyBandit
3,2.7221599660886397,EpsilonGreedyBandit
0,2.263109943904227,EpsilonGreedyBandit
0,2.456807026985871,EpsilonGreedyBandit
1,0.7954343341374523,EpsilonGreedyBandit
0,0.8217811150075756,EpsilonGreedyBandit
0,0.23952421840053006,EpsilonGreedyBandit
0,0.36339431668908573,EpsilonGreedyBandit
1,0.4448522646629225,EpsilonGreedyBandit
1,1.2761935467156809,EpsilonGreedyBandit
1,3.3989769152268465,EpsilonGreedyBandit
0,0.7177922853488988,EpsilonGreedyBandit
